ID,Amtlicher Regionalschlüssel,Stadtname,Postleitzahl,Fläche,Bevölkerung,Bevölkerungsdichte
Laufende Nummer,Amtlicher Regionalschlüssel,Stadt,Postleitzahl ,Fläche km² ¹⁾,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ insgesamt,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾             je km²
1233,150850190190,"Ilsenburg (Harz), Stadt",38871,63.08,9414,149
1234,093750148148,"Hemau, St",93155,122.34,9408,77
1235,120600280280,"Werneuchen, Stadt",16356,117.02,9397,80
1236,097745730143,"Ichenhausen, St",89335,34.27,9373,274
1237,150900415415,"Osterburg (Altmark), Hansestadt",39606,231.14,9371,41
1238,084265006087,"Ochsenhausen, Stadt",88416,59.96,9358,156
1239,096760139139,"Miltenberg, St",63897,60.25,9351,155
1240,073345004013,"Kandel, Stadt",76870,26.69,9337,350
1241,083370066066,"Laufenburg (Baden), Stadt",79725,23.57,9335,396
1242,065340016016,"Neustadt (Hessen), Stadt",35279,56.86,9316,164
1243,147290430430,"Zwenkau, Stadt",04442,46.3,9305,201
1244,082355004008,"Bad Liebenzell, Stadt",75378,33.78,9301,275
1245,065350015015,"Schlitz, Stadt",36110,142.06,9271,65
1246,057660052052,"Lügde, Stadt der Osterräder",32676,88.64,9232,104
1247,150910160160,"Kemberg, Stadt",06901,237.09,9217,39
1248,150840235235,"Hohenmölsen, Stadt",06679,75.69,9211,122
1249,120610320320,"Luckau, Stadt",15926,207.44,9203,44
1250,120670481481,"Storkow (Mark), Stadt",15859,180.72,9196,51
1251,033545407018,"Lüchow (Wendland), Stadt",29439,89.46,9170,103
1252,033550009009,"Bleckede, Stadt",21354,140.65,9154,65
1253,093730126126,"Freystadt, St",92342,80.56,9151,114
1254,120680264264,"Kyritz, Stadt",16866,157.38,9147,58
1255,093760149149,"Nittenau, St",93149,98.73,9145,93
1256,031550003003,"Dassel, Stadt",37586,113.24,9142,81
1257,073335002019,"Eisenberg (Pfalz), Stadt",67304,18.75,9137,487
1258,160660069069,"Steinbach-Hallenberg, Stadt",98587,76.73,9130,119
1259,097790201201,"Rain, St",86641,77.13,9127,118
1260,010620061061,"Reinfeld (Holstein), Stadt",23858,17.37,9107,524
1261,055660088088,"Tecklenburg, Stadt",49545,70.49,9098,129
1262,064400007007,"Florstadt, Stadt",61197,39.6,9097,230
1263,130730035035,"Grimmen, Stadt",18507,50.51,9076,180
1264,071375007226,"Vallendar, Stadt",56179,13.22,9062,685
1265,092760148148,"Zwiesel, St",94227,41.16,9059,220
1266,094750162162,"Rehau, St",95111,80.33,9045,113
1267,084265002014,"Bad Schussenried, Stadt",88427,55.01,9044,164
1268,071375004069,"Mendig, Stadt",56743,23.75,9034,380
1269,071375008228,"Weißenthurm, Stadt",56575,3.99,9020,2261
1270,093730112112,"Berching, St",92334,131.18,9008,69
1271,034610004004,"Elsfleth, Stadt",26931,115.19,9004,78
1272,091710125125,"Neuötting, St",84524,36.6,8991,246
1273,145220570570,"Waldheim, Stadt",04736,41.71,8989,216
1274,150910391391,"Zahna-Elster, Stadt",06895,149.34,8984,60
1275,031550001001,"Bad Gandersheim, Stadt",37581,90.85,8983,99
1276,094790169169,"Wunsiedel, St",95632,54.88,8970,163
1277,146260370370,"Niesky, Stadt",02906,53.82,8956,166
1278,092750124124,"Bad Griesbach i.Rottal, St",94086,70.13,8952,128
1279,032570028028,"Obernkirchen, Stadt",31683,32.45,8912,275
1280,150820440440,"Zörbig, Stadt",06780,114.31,8899,78
1281,120625031024,"Bad Liebenwerda, Stadt",04924,138.88,8899,64
1282,130755559131,"Torgelow, Stadt",17358,72.19,8899,123
1283,130730080080,"Sassnitz, Stadt",18546,47.41,8893,188
1284,091860158158,"Vohburg a.d.Donau, St",85088,45.17,8891,197
1285,150880025025,"Bad Lauchstädt, Goethestadt",06246,85.57,8883,104
1286,032540014014,"Elze, Stadt",31008,47.81,8880,186
1287,065340021021,"Wetter (Hessen), Stadt",35083,104.53,8867,85
1288,057540004004,"Borgholzhausen, Stadt",33829,55.99,8847,158
1289,093710113113,"Auerbach i.d.OPf., St",91275,78.26,8846,113
1290,010570057057,"Plön, Stadt",24306,35.98,8844,246
1291,059540004004,"Breckerfeld, Hansestadt",58339,59.09,8816,149
1292,010590045045,"Kappeln, Stadt",24376,43.33,8812,203
1293,145220050050,"Brand-Erbisdorf, Stadt",09618,46.33,8797,190
1294,094710140140,"Hallstadt, St",96103,14.6,8781,601
1295,147295307300,"Naunhof, Stadt",04683,39.71,8776,221
1296,130750136136,"Ueckermünde, Seebad , Stadt",17373,85.87,8768,102
1297,145215138690,"Zschopau, Stadt, Motorradstadt",09405,22.78,8760,385
1298,081155006048,"Waldenbuch, Stadt",71111,22.7,8750,385
1299,160755050073,"Neustadt an der Orla, Stadt",07806,86.06,8743,102
1300,120620224224,"Herzberg (Elster), Stadt",04916,149.01,8732,59
1301,073375002005,"Bad Bergzabern, Stadt",76887,10.71,8724,815
1302,083365001045,"Kandern, Stadt",79400,62.26,8710,140
1303,033525407022,"Hemmoor, Stadt",21745,45.07,8709,193
1304,150820301301,"Raguhn-Jeßnitz, Stadt",06779,97.83,8702,89
1305,081255007063,"Möckmühl, Stadt",74219,49.6,8680,175
1306,071325008117,"Wissen, Stadt",57537,34.88,8679,249
1307,084375003078,"Meßkirch, Stadt",88605,76.22,8676,114
1308,082265006065,"Rauenberg, Stadt",69231,11.12,8675,780
1309,093720126126,"Furth im Wald, St",93437,67.07,8659,129
1310,057620012012,"Borgentreich, Orgelstadt",34434,138.94,8632,62
1311,096760145145,"Obernburg a.Main, St",63785,24.82,8575,345
1312,071335009052,"Kirn, Stadt",55606,16.53,8551,517
1313,093770154154,"Tirschenreuth, St",95643,103.95,8516,82
1314,073315006073,"Wörrstadt, Stadt",55286,16.75,8515,508
1315,096755619174,"Volkach, St",97332,60.19,8512,141
1316,160750098098,"Schleiz, Stadt",07907,108.21,8501,79
1317,092740176176,"Rottenburg a.d.Laaber, St",84056,90.11,8486,94
1318,160725051013,"Neuhaus am Rennweg, Stadt",98724,108.22,8468,78
1319,083155016108,"Staufen im Breisgau, Stadt",79219,23.32,8459,363
1320,120620092092,"Doberlug-Kirchhain, Stadt",03253,150.36,8438,56
1321,064400019019,"Ortenberg, Stadt",63683,54.7,8423,154
1322,150850040040,"Ballenstedt, Stadt",06493,87.3,8422,96
1323,083265002017,"Furtwangen im Schwarzwald, Stadt",78120,82.57,8420,102
1324,092760144144,"Viechtach, St",94234,62.47,8361,134
1325,120660112112,"Großräschen/Rań, Stadt",01983,81.86,8355,102
1326,073355011022,"Landstuhl, Sickingenstadt, Stadt",66849,15.34,8332,543
1327,071325007063,"Kirchen (Sieg), Stadt",57548,39.76,8318,209
1328,160700048048,"Stadtilm, Stadt",99326,120.26,8312,69
1329,057660012012,"Barntrup, Stadt",32683,59.46,8297,140
1330,095710166166,"Herrieden, St",91567,81.66,8295,102
1331,065310017017,"Staufenberg, Stadt",35460,28.58,8291,290
1332,057620040040,"Willebadessen, Stadt",34439,128.41,8281,64
1333,096770114114,"Arnstein, St",97450,112.1,8281,74
1334,145220230230,"Hainichen, Stadt",09661,51.74,8255,160
1335,147290080080,"Colditz, Stadt",04680,84.07,8249,98
1336,010615189049,"Kellinghusen, Stadt",25548,18.81,8243,438
1337,150840315315,"Lützen, Stadt",06686,96.93,8242,85
1338,082165001024,"Kuppenheim, Stadt",76456,18.08,8224,455
1339,034595402010,"Bersenbrück, Stadt",49593,42.54,8221,193
1340,160745014041,"Hermsdorf, Stadt",07629,7.49,8210,1096
1341,092720120120,"Grafenau, St",94475,63.73,8203,129
1342,071405008144,"Simmern/ Hunsrück, Stadt",55469,11.96,8195,685
1343,082375001019,"Dornstetten, Stadt",72280,24.2,8194,339
1344,082360033033,"Knittlingen, Stadt",75438,26.33,8188,311
1345,130720106106,"Teterow, Bergringstadt",17166,47.07,8186,174
1346,150880235235,"Mücheln (Geiseltal), Stadt",06249,99.03,8185,83
1347,145210355355,"Lauter-Bernsbach, Stadt",08315,30.28,8179,270
1348,071435005062,"Ransbach-Baumbach, Stadt",56235,12.15,8176,673
1349,082365005043,"Neuenbürg, Stadt",75305,28.15,8162,290
1350,066360001001,"Bad Sooden-Allendorf, Stadt",37242,73.75,8141,110
1351,083175014146,"Zell am Harmersbach, Stadt",77736,36.41,8129,223
1352,094750136136,"Helmbrechts, St",95233,58.72,8125,138
1353,081185003010,"Bönnigheim, Stadt",74357,20.13,8123,404
1354,057660060060,"Schieder-Schwalenberg, Stadt",32816,60.04,8098,135
1355,150870275275,"Mansfeld, Stadt",06343,144.61,8096,56
1356,093760147147,"Neunburg vorm Wald, St",92431,110.14,8093,73
1357,130720060060,"Kühlungsborn, Ostseebad, Stadt",18225,16.17,8088,500
1358,073395007043,"Nierstein, Stadt",55283,19.34,8078,418
1359,093760170170,"Teublitz, St",93158,38.23,8060,211
1360,083265001027,"Hüfingen, Stadt",78183,58.53,8060,138
1361,145220460460,"Penig, Stadt",09322,63.36,8059,127
1362,120630244244,"Premnitz, Stadt",14727,46.27,8057,174
1363,147295301010,"Bad Lausick, Stadt",04651,70.02,8043,115
1364,150890055055,"Calbe (Saale), Stadt",39240,57.25,8030,140
1365,145220310310,"Leisnig, Stadt",04703,78.09,8028,103
1366,081180021021,"Großbottwar, Stadt",71723,25.51,8005,314
1367,160715051004,"Bad Sulza, Stadt",99518,94.1,8001,85
1368,150910241241,"Oranienbaum-Wörlitz, Stadt",06785,116.07,7998,69
1369,120670036036,"Beeskow, Stadt",15848,77.9,7998,103
1370,033545406004,"Dannenberg (Elbe), Stadt",29451,76.62,7966,104
1371,073335004039,"Kirchheimbolanden, Stadt",67292,26.36,7956,302
1372,081360045045,"Neresheim, Stadt",73450,118.51,7954,67
1373,150910020020,"Bad Schmiedeberg, Stadt",06905,161.23,7941,49
1374,160765053079,"Weida, Stadt",07570,36.8,7939,216
1375,059580028028,"Medebach, Hansestadt",59964,126.05,7906,63
1376,081280126126,"Weikersheim, Stadt",97990,80.93,7902,98
1377,095720115115,"Baiersdorf, St",91083,11.81,7890,668
1378,150890195195,"Könnern, Stadt",06420,125.78,7875,63
1379,093730151151,"Parsberg, St",92331,57.32,7818,136
1380,150890026026,"Barby, Stadt",39249,154.04,7813,51
1381,097735713136,"Gundelfingen a.d.Donau, St",89423,54.06,7783,144
1382,081360050050,"Oberkochen, Stadt",73447,23.55,7746,329
1383,130725252020,"Bützow, Stadt",18246,39.85,7745,194
1384,146250310310,"Lauta, Stadt",02991,42.14,7726,183
1385,147300020020,"Bad Düben, Stadt",04849,45.8,7713,168
1386,150840490490,"Teuchern, Stadt",06682,81.67,7712,94
1387,120680353353,"Rheinsberg, Stadt",16831,328.14,7699,23
1388,082355003033,"Bad Herrenalb, Stadt",76332,33.01,7694,233
1389,083155010070,"Löffingen, Stadt",79843,88.02,7692,87
1390,081250007007,"Bad Wimpfen, Stadt",74206,19.38,7686,397
1391,145245111130,"Kirchberg, Stadt",08107,39.56,7678,194
1392,120620124124,"Elsterwerda, Stadt",04910,40.5,7663,189
1393,160630099099,"Bad Liebenstein, Stadt",36448,48.81,7662,157
1394,150900070070,"Bismark (Altmark), Stadt",39629,290.7,7660,26
1395,072355006125,"Schweich, Stadt",54338,31.08,7643,246
1396,073355008038,"Ramstein-Miesenbach, Stadt",66877,43.01,7636,178
1397,120660320320,"Vetschau/Spreewald / Wětošow/Błota, Stadt",03226,111.42,7635,69
1398,120660052052,"Calau/Kalawa, Stadt",03205,163.49,7626,47
1399,146270220220,"Radeburg, Stadt",01471,54.02,7615,141
1400,072335001501,"Daun, Stadt",54550,49.02,7608,155
1401,145235134430,"Treuen, Stadt",08233,43.74,7597,174
1402,083175009110,"Renchen, Stadt",77871,32.08,7582,236
1403,096720135135,"Münnerstadt, St",97702,93.11,7577,81
1404,093740162162,"Vohenstrauß, St",92648,74.91,7576,101
1405,145220440440,"Oederan, Stadt",09569,77.33,7569,98
1406,130735352009,"Barth, Stadt",18356,41.18,7568,184
1407,145210370370,"Lößnitz, Stadt",08294,30.49,7557,248
1408,150890307307,"Seeland, Stadt",06469,79.06,7553,96
1409,120690632632,"Treuenbrietzen, Stadt",14929,212.43,7539,35
1410,150870015015,"Allstedt, Stadt",06542,150.47,7535,50
1411,120650165165,"Kremmen, Stadt",16766,209.61,7535,36
1412,055660024024,"Horstmar, Stadt der Burgmannshöfe",48612,44.76,7528,168
1413,083165002010,"Elzach, Stadt",79215,75.28,7515,100
1414,033525411046,"Otterndorf, Stadt",21762,33.55,7515,224
1415,072355008118,"Saarburg, Stadt",54439,20.63,7504,364
1416,093720137137,"Bad Kötzting, St",93444,62.15,7494,121
1417,094750156156,"Naila, St",95119,37.04,7482,202
1418,145215115380,"Lugau/Erzgeb., Stadt",09385,22.29,7481,336
1419,066360011011,"Sontra, Stadt",36205,111.28,7466,67
1420,146285201010,"Altenberg, Stadt",01773,145.9,7462,51
1421,081250039039,"Gundelsheim, Stadt",74831,38.44,7449,194
1422,147290170170,"Groitzsch, Stadt",04539,70.17,7442,106
1423,097740155155,"Leipheim, St",89340,32.16,7434,231
1424,160710003003,"Bad Berka, Stadt",99438,55.32,7389,134
1425,145235107120,"Falkenstein/Vogtl., Stadt",08223,31.07,7388,238
1426,147300045045,"Belgern-Schildau, Stadt",04874,158.99,7363,46
1427,160670019019,"Friedrichroda, Stadt",99894,36.87,7352,199
1428,091720122122,"Laufen, St",83410,35.28,7336,208
1429,150850145145,"Harzgerode, Stadt",06493,165.02,7309,44
1430,145230160160,"Klingenthal, Stadt",08248,50.44,7289,145
1431,064310022022,"Zwingenberg, Stadt",64673,5.66,7283,1287
1432,145210495495,"Pockau-Lengefeld, Stadt",09514,83.43,7273,87
1433,031550005005,"Hardegsen, Stadt",37181,84.03,7250,86
1434,146255231450,"Pulsnitz, Stadt",01896,26.76,7246,271
1435,072335006026,"Gerolstein, Stadt",54568,64.43,7210,112
1436,064370004004,"Breuberg, Stadt",64747,30.76,7196,234
1437,096745611130,"Ebern, St",96106,95.01,7193,76
1438,031590004004,"Bad Sachsa, Stadt",37441,33.2,7193,217
1439,083175004040,"Haslach im Kinzigtal, Stadt",77716,18.67,7190,385
1440,010585864117,"Nortorf, Stadt",24589,12.77,7190,563
1441,160690012012,"Eisfeld, Stadt",98673,86.52,7181,83
1442,010515175074,"Meldorf, Stadt",25704,21.26,7166,337
1443,073375001501,"Annweiler am Trifels, Stadt",76855,39.87,7160,180
1444,095760122122,"Greding, St",91171,103.73,7154,69
1445,150820005005,"Aken (Elbe), Stadt",06385,59.99,7153,119
1446,145220510510,"Roßwein, Stadt",04741,44.11,7149,162
1447,094710185185,"Scheßlitz, St",96110,94.87,7129,75
1448,120640512512,"Wriezen, Stadt",16269,95.14,7107,75
1449,066330014014,"Immenhausen, Stadt",34376,28.54,7078,248
1450,092720118118,"Freyung, St",94078,48.63,7078,146
1451,073395007049,"Oppenheim, Stadt",55276,7.1,7071,996
1452,160650087087,"Roßleben-Wiehe, Stadt",06571,73.08,7062,97
1453,071345002010,"Birkenfeld, Stadt",55765,13.64,7062,518
1454,145230200200,"Markneukirchen, Stadt",08258,69.04,7061,102
1455,160715053102,Am Ettersberg,99439,92.44,7010,76
1456,034625401003,"Esens, Stadt",26427,21.67,6998,323
1457,081275005043,"Ilshofen, Stadt",74532,54.87,6990,127
1458,160735054112,"Königsee, Stadt",07426,103.01,6979,68
1459,150810240240,"Kalbe (Milde), Stadt",39624,273.64,6976,25
1460,065350009009,"Homberg (Ohm), Stadt",35315,88.04,6973,79
1461,092780123123,"Geiselhöring, St",94333,99.68,6964,70
1462,064400021021,"Reichelsheim (Wetterau), Stadt",61203,27.56,6961,253
1463,145230170170,"Lengenfeld, Stadt",08485,46.99,6910,147
1464,066350021021,"Waldeck, Nationalparkstadt",34513,115.7,6905,60
1465,097735716139,"Höchstädt a.d.Donau, St",89420,37.45,6902,184
1466,073375003020,"Edenkoben, Stadt",67480,17.89,6896,385
1467,147290150150,"Geithain, Stadt",04643,54.71,6870,126
1468,096750117117,"Dettelbach, St",97337,60.95,6866,113
1469,084255003028,"Dietenheim, Stadt",89165,18.75,6843,365
1470,120640317317,"Müncheberg, Stadt",15374,152.29,6831,45
1471,160740044044,"Kahla, Stadt",07768,7.9,6825,864
1472,083375001022,"Bonndorf im Schwarzwald, Stadt",79848,75.91,6802,90
1473,145210170170,"Eibenstock, Stadt",08309,112.24,6795,61
1474,147290040040,"Böhlen, Stadt",04564,25.27,6787,269
1475,160745050094,"Stadtroda, Stadt",07646,24.18,6785,281
1476,066340017017,"Neukirchen, Stadt",34626,66.25,6782,102
1477,130715153092,"Malchin, Stadt",17139,109.28,6767,62
1478,096785642134,"Gerolzhofen, St",97447,18.39,6767,368
1479,071325010501,"Altenkirchen (Westerwald), Stadt",57610,10.98,6758,615
1480,146270050050,"Gröditz, Stadt",01609,28.94,6752,233
1481,072315001008,"Bernkastel-Kues, Stadt",54470,23.71,6727,284
1482,093770158158,"Waldsassen, St",95652,66.53,6711,101
1483,064400009009,"Gedern, Stadt",63688,75.24,6709,89
1484,081285002014,"Boxberg, Stadt",97944,101.71,6709,66
1485,094745420121,"Ebermannstadt, St",91320,49.95,6688,134
1486,120630148148,"Ketzin/Havel, Stadt",14669,93.65,6684,71
1487,072355001045,"Hermeskeil, Stadt",54411,30.89,6677,216
1488,071375002089,"Polch, Stadt",56751,28.68,6675,233
1489,066320009009,"Heringen (Werra), Stadt",36266,61.2,6669,109
1490,082255007075,"Osterburken, Stadt",74706,47.32,6639,140
1491,081265001058,"Neuenstein, Stadt",74632,47.86,6618,138
1492,084250108108,"Schelklingen, Stadt",89601,75.87,6616,87
1493,073395003019,"Gau-Algesheim, Stadt",55435,13.99,6606,472
1494,093775347141,"Mitterteich, St",95666,39.38,6604,168
1495,150870165165,"Gerbstedt, Stadt",06347,102.87,6601,64
1496,147295308350,"Pegau, Stadt",04523,48.78,6578,135
1497,083155006050,"Heitersheim, Stadt",79423,11.71,6577,562
1498,150860080080,"Jerichow, Stadt",39319,272.03,6571,24
1499,094750168168,"Schwarzenbach a.d.Saale, St",95120,59.18,6570,111
1500,130765660105,"Neustadt-Glewe, Stadt",19306,94.05,6566,70
1501,093720171171,"Waldmünchen, St",93449,101.17,6565,65
1502,071335010501,"Bad Sobernheim, Stadt",55566,54.18,6564,121
1503,160710008008,"Blankenhain, Stadt",99444,113.75,6543,58
1504,031550009009,"Moringen, Stadt",37186,82.39,6540,79
1505,066350020020,"Volkmarsen, Stadt",34471,67.47,6535,97
1506,071325003050,"Herdorf, Stadt",57562,17.99,6508,362
1507,145220250250,"Hartha, Stadt",04746,54.4,6503,120
1508,096720113113,"Bad Brückenau, St",97769,23.71,6470,273
1509,160680063063,Buttstädt,99628,104.8,6470,62
1510,160680034034,"Kölleda, Stadt",99625,89.52,6467,72
1511,094780116116,"Burgkunstadt, St",96224,40.6,6463,159
1512,160655055086,"Artern, Stadt",06556,45.05,6462,143
1513,082365003038,"Maulbronn, Stadt",75433,25.4,6452,254
1514,150890175175,"Hecklingen, Stadt",39444,95.93,6446,67
1515,095755519168,"Uffenheim, St",97215,59.47,6431,108
1516,146280130130,"Glashütte, Stadt",01768,95.64,6414,67
1517,095710214214,"Wassertrüdingen, St",91717,53.57,6414,120
1518,081255012008,"Beilstein, Stadt",71717,25.24,6412,254
1519,097745732185,"Thannhausen, St",86470,20.03,6406,320
1520,093730121121,"Dietfurt a.d.Altmühl, St",92345,78.7,6405,81
1521,081255010038,"Güglingen, Stadt",74363,16.27,6394,393
1522,084170054054,"Rosenfeld, Stadt",72348,51.11,6393,125
1523,160690062062,"Römhild, Stadt",98630,122.45,6383,52
1524,093710156156,"Vilseck, St",92249,64.7,6382,99
1525,073405004038,"Rodalben, Stadt",66976,15.69,6378,407
1526,093740124124,"Grafenwöhr, St",92655,216.21,6360,29
1527,071385002004,"Bad Hönningen, Stadt",53557,20.09,6355,316
1528,071435002229,"Hachenburg, Stadt",57627,21.43,6336,296
1529,091835149129,"Neumarkt-Sankt Veit, St",84494,61.07,6334,104
1530,147290370370,"Rötha, Stadt",04571,45.41,6325,139
1531,150910010010,"Annaburg, Stadt",06925,226.59,6309,28
1532,010590113113,"Glücksburg (Ostsee), Stadt",24960,39.68,6306,159
1533,130765666152,"Wittenburg, Stadt",19243,80.08,6300,79
1534,120605003024,"Biesenthal, Stadt",16359,60.92,6295,103
1535,032575406032,"Rodenberg, Stadt",31552,15.61,6287,403
1536,093765341144,"Nabburg, St",92507,62.36,6276,101
1537,071385004041,"Linz am Rhein, Stadt",53545,17.98,6265,348
1538,084150073073,"Trochtelfingen, Stadt",72818,79.2,6264,79
1539,130725257062,"Laage, Stadt",18299,114.9,6253,54
1540,150900225225,"Havelberg, Hansestadt",39539,150.12,6246,42
1541,146250030030,"Bernsdorf, Stadt",02994,59.86,6242,104
1542,083150133133,"Vogtsburg im Kaiserstuhl, Stadt",79235,37.36,6234,167
1543,150810030030,"Arendsee (Altmark), Stadt",39619,271.13,6232,23
1544,083275003018,"Geisingen, Stadt",78187,73.75,6225,84
1545,083250012012,"Dornhan, Stadt",72175,44.91,6219,138
1546,083365009103,"Zell im Wiesental, Stadt",79669,36.12,6204,172
1547,066330029029,"Zierenberg, Stadt",34289,86.55,6203,72
1548,071385003012,"Dierdorf, Stadt",56269,31.98,6192,194
1549,094730158158,"Bad Rodach, St",96476,77.65,6179,80
1550,084375001031,"Gammertingen, Stadt",72501,52.97,6155,116
1551,145230360360,"Rodewisch, Stadt",08228,26.87,6131,228
1552,150870031031,"Arnstein, Stadt",06456,122.33,6123,50
1553,095710226226,"Windsbach, St",91575,68.12,6114,90
1554,082370002002,"Alpirsbach, Stadt",72275,64.56,6114,95
1555,096760134134,"Klingenberg a.Main, St",63911,21.13,6112,289
1556,081165004046,"Neuffen, Stadt",72639,17.43,6104,350
1557,071435001206,"Bad Marienberg (Westerwald), Stadt",56470,9.95,6096,613
1558,066360004004,"Großalmerode, Stadt",37247,37.59,6090,162
1559,092730164164,"Riedenburg, St",93339,100.3,6090,61
1560,057620028028,"Nieheim, Stadt",33039,79.71,6081,76
1561,120625031128,"Falkenberg/Elster, Stadt",04895,82.16,6070,74
1562,093740139139,"Neustadt a.d.Waldnaab, St",92660,9.93,6057,610
1563,130715152035,"Friedland, Stadt",17098,141.79,6044,43
1564,096730141141,"Bad Königshofen i.Grabfeld, St",97631,69.51,6034,87
1565,146285209080,"Dohna, Stadt",01809,28.59,6030,211
1566,160630103103,"Werra-Suhl-Tal, Stadt",99837,77.67,6028,78
1567,071435009308,"Westerburg, Stadt",56457,18.48,6002,325
1568,066340024024,"Spangenberg, Liebenbachstadt",34286,97.71,5967,61
1569,130715154093,"Malchow, Inselstadt",17213,44.71,5961,133
1570,130765663114,"Plau am See, Stadt",19395,116.27,5960,51
1571,084355004036,"Meersburg, Stadt",88709,12.07,5956,493
1572,145210620620,"Thalheim/Erzgeb., Stadt",09380,10.79,5956,552
1573,094710220220,"Schlüsselfeld, St",96132,70.24,5932,84
1574,130765655089,"Lübz, Stadt",19386,74.69,5892,79
1575,160700058058,"Großbreitenbach, Stadt",98701,80.76,5884,73
1576,160655056088,"An der Schmücke, Stadt",06577,95.29,5881,62
1577,082355007032,"Haiterbach, Stadt",72221,28.92,5872,203
1578,084175002022,"Geislingen, Stadt",72351,31.96,5870,184
1579,120655502100,"Gransee, Stadt",16775,121.68,5868,48
1580,093775348129,"Kemnath, St",95478,56.79,5864,103
1581,083175005041,"Hausach, Stadt",77756,36.07,5851,162
1582,146250525525,"Schirgiswalde-Kirschau, Stadt",02681,24.34,5849,240
1583,160730005005,"Bad Blankenburg, Stadt",07422,35.62,5843,164
1584,160760094094,"Berga-Wünschendorf, Stadt",07980,63.02,5840,93
1585,091890152152,"Tittmoning, St",84529,72.01,5826,81
1586,082265009091,"Waibstadt, Stadt",74915,25.57,5794,227
1587,010545494019,"Bredstedt, Stadt",25821,9.75,5790,594
1588,083265001006,"Bräunlingen, Stadt",78199,62.14,5784,93
1589,081270075075,"Schrozberg, Stadt",74575,105.21,5777,55
1590,160630076076,"Treffurt, Stadt",99830,72.46,5772,80
1591,120660296296,"Schwarzheide, Stadt",01987,33.44,5765,172
1592,097795723228,"Wemding, St",86650,31.6,5757,182
1593,160645055077,"Nottertal-Heilinger Höhen, Stadt",99994,75.96,5750,76
1594,120650084084,"Fürstenberg/Havel, Stadt",16798,213.85,5741,27
1595,093710127127,"Hirschau, St",92242,74.96,5726,76
1596,071405003064,"Kastellaun, Stadt",56288,8.41,5722,680
1597,145240230230,"Oberlungwitz, Stadt",09353,14.68,5716,389
1598,065320016016,"Leun, Stadt",35638,28.66,5715,199
1599,082355005047,"Neubulach, Stadt",75387,24.69,5713,231
1600,146260180180,"Herrnhut, Stadt",02747,74.13,5695,77
1601,071435010081,"Wirges, Stadt",56422,10.11,5694,563
1602,064400015015,"Münzenberg, Stadt",35516,31.63,5663,179
1603,081250068068,"Neudenau, Stadt",74861,32.91,5643,171
1604,150890235235,"Nienburg (Saale), Stadt",06429,79.57,5635,71
1605,097790155155,"Harburg (Schwaben), St",86655,73.16,5598,77
1606,010515166072,"Marne, Stadt",25709,4.83,5586,1157
1607,083175013145,"Wolfach, Stadt",77709,67.98,5571,82
1608,160660074074,"Brotterode-Trusetal, Stadt",98596,49.68,5571,112
1609,095710174174,"Leutershausen, St",91578,84.07,5570,66
1610,066340018018,"Niedenstein, Stadt",34305,30.61,5570,182
1611,145210260260,"Grünhain-Beierfeld, Stadt",08344,22.25,5569,250
1612,160665005095,"Kaltennordheim, Stadt",36452,94.41,5562,59
1613,146250640640,"Wittichenau / Kulow, Stadt",02997,61.02,5554,91
1614,145225126490,"Rochlitz, Stadt, Stadt des Roten Porphyr",09306,23.76,5549,234
1615,095760111111,"Abenberg, St",91183,48.41,5547,115
1616,160650089089,"Greußen, Stadt",99718,86.82,5544,64
1617,120640448448,"Seelow, Stadt",15306,42.73,5541,130
1618,096740221221,"Zeil a.Main, St",97475,35.67,5540,155
1619,096735633142,"Mellrichstadt, St",97638,56.03,5530,99
1620,082365001025,"Heimsheim, Stadt",71296,14.3,5530,387
1621,160750062062,"Bad Lobenstein, Stadt",07356,48.92,5523,113
1622,147300200200,"Mügeln, Stadt",04769,55.08,5505,100
1623,081265003039,"Ingelfingen, Stadt",74653,46.48,5501,118
1624,120710057057,"Drebkau/Drjowk, Stadt",03116,143.9,5455,38
1625,066350004004,"Battenberg (Eder), Stadt",35088,64.71,5450,84
1626,097795724186,"Monheim, St",86653,69.33,5450,79
1627,146280380380,"Stolpen, Stadt",01833,60.89,5436,89
1628,093730167167,"Velburg, St",92355,175.66,5424,31
1629,010575727048,"Lütjenburg, Stadt",24321,6.15,5424,882
1630,130765657050,"Grabow, Stadt",19300,72.27,5422,75
1631,072315009124,"Traben-Trarbach, Stadt",56841,31.35,5421,173
1632,084255010081,"Munderkingen, Stadt",89597,13.07,5408,414
1633,081265004028,"Forchtenberg, Stadt",74670,38.09,5405,142
1634,073335007502,"Rockenhausen, Stadt",67806,36.83,5371,146
1635,146285202020,"Bad Gottleuba-Berggießhübel, Stadt",01816,88.72,5367,60
1636,081280064064,"Külsheim, Stadt",97900,81.43,5360,66
1637,066330010010,"Grebenstein, Stadt",34393,49.84,5358,108
1638,073345002008,"Hagenbach, Stadt",76767,15.86,5354,338
1639,066310010010,"Gersfeld (Rhön), Stadt",36129,89.34,5352,60
1640,083370106106,"Stühlingen, Stadt",79780,93.2,5351,57
1641,073355010035,"Otterberg, Stadt",67697,32.11,5348,167
1642,034520020020,"Norderney, Stadt",26548,26.31,5343,203
1643,160665013086,"Wasungen, Stadt",98634,89.08,5342,60
